source_name,url,final_storage_name,ts_multiplier
gettyimages,http://media.gettyimages.com/videos/commuters-crossing-london-bridge-london-england-video-id1035-17,1035-17.mp4,
gettyimages,http://media.gettyimages.com/videos/commuters-crossing-london-bridge-london-england-video-id1035-18,1035-18.mp4,
gettyimages,http://media.gettyimages.com/videos/commuters-crossing-london-bridge-london-england-video-id1035-19,1035-19.mp4,
gettyimages,http://media.gettyimages.com/videos/commuters-crossing-london-bridge-london-england-video-id1035-21,1035-21.mp4,
gettyimages,http://media.gettyimages.com/videos/commuters-crossing-london-bridge-london-england-video-id1035-22,1035-22.mp4,
gettyimages,http://media.gettyimages.com/videos/commuters-crossing-london-bridge-london-england-video-id1035-23,1035-23.mp4,
gettyimages,http://media.gettyimages.com/videos/commuters-crossing-london-bridge-london-england-video-id1035-24,1035-24.mp4,
gettyimages,http://media.gettyimages.com/videos/commuters-crossing-london-bridge-tower-bridge-in-background-london-video-id1035-26,1035-26.mp4,
gettyimages,http://media.gettyimages.com/videos/crowd-at-rock-concert-london-united-kingdom-video-id103549463,103549463.mp4,"0,3"
gettyimages,http://media.gettyimages.com/videos/wall-of-death-at-popular-hard-rock-concert-london-united-kingdom-video-id103549469,103549469.mp4,"0,33"
gettyimages,http://media.gettyimages.com/videos/crowd-at-rock-concert-london-united-kingdom-video-id103549471,103549471.mp4,"0,4"
gettyimages,http://media.gettyimages.com/videos/crowded-street-san-francisco-california-usa-audio-video-id103586746,103586746.mp4,
gettyimages,http://media.gettyimages.com/videos/group-of-people-playing-beach-volleyball-manhattan-beach-california-video-id103629784,103629784.mp4,
gettyimages,http://media.gettyimages.com/videos/crowded-intersection-in-shibuya-tokyo-japan-video-id103944050,103944050.mp4,
gettyimages,http://media.gettyimages.com/videos/crowd-crossing-london-bridge-london-united-kingdom-video-id104512636,104512636.mp4,
gettyimages,http://media.gettyimages.com/videos/people-walking-on-marienplatz-underground-station-munich-bavaria-video-id1046-24,1046-24.mp4,
gettyimages,http://media.gettyimages.com/videos/fighting-businessmen-video-id104602258,104602258.mp4,
gettyimages,http://media.gettyimages.com/videos/pedestrians-crossing-chuo-dori-in-akihabara-electric-district-tokyo-video-id105456025,105456025.mp4,
gettyimages,http://media.gettyimages.com/videos/people-on-paseo-del-prado-in-cienfuegos-cienfuegos-city-cienfuegos-video-id107431121,107431121.mp4,
gettyimages,http://media.gettyimages.com/videos/passengers-rushing-into-jr-chuo-line-at-shinjuku-station-tokyo-japan-video-id107516464,107516464.mp4,
gettyimages,http://media.gettyimages.com/videos/people-walking-among-traffic-on-street-at-intersection-of-51st-and-video-id110506981,110506981.mp4,
gettyimages,http://media.gettyimages.com/videos/men-and-women-turning-heads-back-and-forth-during-tennis-match-video-id1117-30,1117-30.mp4,
gettyimages,http://media.gettyimages.com/videos/spectators-inside-eden-park-stadium-clapping-cheering-and-waving-new-video-id113252766,113252766.mp4,
gettyimages,http://media.gettyimages.com/videos/medium-shot-crowd-of-cowboys-diving-into-a-pile-on-floor-of-saloon-video-id1181-39,1181-39.mp4,
gettyimages,http://media.gettyimages.com/videos/medium-shot-men-trading-furiously-at-commodities-exchange-businessman-video-id1187-62,1187-62.mp4,
gettyimages,http://media.gettyimages.com/videos/medium-shot-men-trading-furiously-at-commodities-exchange-businessman-video-id1187-63,1187-63.mp4,
gettyimages,http://media.gettyimages.com/videos/the-busiest-pedestrian-crossing-in-the-world-shibuya-district-tokyo-video-id119196932,119196932.mp4,
gettyimages,http://media.gettyimages.com/videos/street-scene-with-traffic-at-night-hong-kong-china-video-id120086266,120086266.mp4,
gettyimages,http://media.gettyimages.com/videos/men-in-suits-arguing-and-raising-walking-sticks-at-each-other-man-on-video-id1233-23,1233-23.mp4,
gettyimages,http://media.gettyimages.com/videos/commuters-rushing-by-in-underground-passage-tokyo-tokyoto-japan-video-id127470561,127470561.mp4,
gettyimages,http://media.gettyimages.com/videos/view-of-marines-in-full-dress-parade-video-id129103368,129103368.mp4,
gettyimages,http://media.gettyimages.com/videos/bank-of-america-chicago-marathon-october-9-2011-on-october-12-2011-in-video-id129252415,129252415.mp4,
gettyimages,http://media.gettyimages.com/videos/ws-aerial-crowds-of-people-crossing-famous-crosswalks-at-centre-of-video-id129933573,129933573.mp4,
gettyimages,http://media.gettyimages.com/videos/mob-of-men-fighting-on-boat-landing-video-id129935659,129935659.mp4,
gettyimages,http://media.gettyimages.com/videos/mob-of-men-fighting-on-boat-landing-video-id129935660,129935660.mp4,
gettyimages,http://media.gettyimages.com/videos/men-fighting-on-ground-video-id129935669,129935669.mp4,
gettyimages,http://media.gettyimages.com/videos/men-fighting-on-ground-video-id129935670,129935670.mp4,
gettyimages,http://media.gettyimages.com/videos/crowds-queue-for-train-tickets-and-sleep-on-the-floor-of-bangkok-as-video-id131179113,131179113.mp4,
gettyimages,http://media.gettyimages.com/videos/two-dance-hall-girl-fighting-on-street-video-id132275152,132275152.mp4,
gettyimages,http://media.gettyimages.com/videos/men-start-running-from-town-video-id132275365,132275365.mp4,
gettyimages,http://media.gettyimages.com/videos/gare-du-nord-train-station-wide-high-angle-view-paris-france-video-id133492699,133492699.mp4,
gettyimages,http://media.gettyimages.com/videos/gare-du-nord-train-station-people-boarding-train-paris-france-video-id133492700,133492700.mp4,
gettyimages,http://media.gettyimages.com/videos/tourists-and-crowds-walking-through-terminal-at-narita-airport-tokyo-video-id134910788,134910788.mp4,
gettyimages,http://media.gettyimages.com/videos/crowd-of-people-passing-through-sidewalk-audio-tokyo-kanto-japan-video-id135218332,135218332.mp4,
gettyimages,http://media.gettyimages.com/videos/people-crossing-busy-street-new-york-city-united-states-video-id135218425,135218425.mp4,
gettyimages,http://media.gettyimages.com/videos/pedestrians-walking-towards-on-busy-city-street-paris-france-video-id135218947,135218947.mp4,
gettyimages,http://media.gettyimages.com/videos/people-in-subway-train-paris-france-video-id135218994,135218994.mp4,
gettyimages,NOT_FOUND,NOT_FOUND.mp4,
gettyimages,http://media.gettyimages.com/videos/view-of-crowds-of-people-walking-through-busy-streets-united-states-video-id135936366,135936366.mp4,
gettyimages,http://media.gettyimages.com/videos/busy-street-intersection-tokyo-japan-video-id136127213,136127213.mp4,
gettyimages,http://media.gettyimages.com/videos/busy-street-intersection-at-dusk-tokyo-japan-video-id136127253,136127253.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-procession-of-echternach-echternach-echternach-luxembourg-video-id136352853,136352853.mp4,
gettyimages,http://media.gettyimages.com/videos/people-milling-around-in-elhdim-square-meknes-unspecified-morocco-video-id136353075,136353075.mp4,
gettyimages,http://media.gettyimages.com/videos/people-walking-on-street-tokyo-tokyoto-japan-video-id136353234,136353234.mp4,
gettyimages,http://media.gettyimages.com/videos/audience-cheering-at-lauberhorn-ski-race-wengen-bernese-oberland-video-id136818182,136818182.mp4,
gettyimages,http://media.gettyimages.com/videos/pedestrians-crossing-street-tokyo-japan-video-id136818492,136818492.mp4,
gettyimages,http://media.gettyimages.com/videos/city-marathon-runners-running-at-central-park-people-cheering-runner-video-id137359005,137359005.mp4,
gettyimages,http://media.gettyimages.com/videos/aerial-zebra-crossing-rt-1-video-id137919879,137919879.mp4,
gettyimages,http://media.gettyimages.com/videos/crowd-ramblas-rt-2-video-id137919892,137919892.mp4,
gettyimages,http://media.gettyimages.com/videos/people-dancing-in-carnival-ball-unspecified-video-id138989318,138989318.mp4,
gettyimages,http://media.gettyimages.com/videos/teenage-dancers-dancing-at-carnival-ball-unspecified-video-id138989319,138989319.mp4,
gettyimages,http://media.gettyimages.com/videos/people-crossing-busy-street-on-a-pedestrian-crossing-seoul-south-video-id139651616,139651616.mp4,
gettyimages,http://media.gettyimages.com/videos/runners-during-the-nyc-marathon-cross-the-finish-line-nyc-marathon-video-id141100557,141100557.mp4,
gettyimages,http://media.gettyimages.com/videos/people-walking-on-street-paris-ile-de-france-france-video-id141729239,141729239.mp4,
gettyimages,http://media.gettyimages.com/videos/people-walking-on-street-paris-ile-de-france-france-video-id141729240,141729240.mp4,
gettyimages,http://media.gettyimages.com/videos/crowds-of-office-workers-crossing-pedestrian-crossing-to-camera-rush-video-id142016448,142016448.mp4,
gettyimages,http://media.gettyimages.com/videos/low-angle-inside-carriage-people-sitting-and-standing-on-subway-train-video-id142122201,142122201.mp4,
gettyimages,http://media.gettyimages.com/videos/golden-week-holiday-crowds-departure-lounge-tokyo-international-video-id142122208,142122208.mp4,
gettyimages,http://media.gettyimages.com/videos/golden-week-holiday-crowds-queues-at-check-in-desk-tokyo-airport-video-id142122209,142122209.mp4,
gettyimages,http://media.gettyimages.com/videos/golden-week-holiday-crowds-departure-lounge-tokyo-international-video-id142122211,142122211.mp4,
gettyimages,http://media.gettyimages.com/videos/people-walking-on-street-during-day-paris-france-video-id142590433,142590433.mp4,
gettyimages,http://media.gettyimages.com/videos/akihabara-electric-town-crosswalk-and-pedestrians-tokyo-japan-video-id142618281,142618281.mp4,
gettyimages,http://media.gettyimages.com/videos/shoppers-in-ueno-video-id144193176,144193176.mp4,
gettyimages,http://media.gettyimages.com/videos/large-crowd-of-japanese-people-walking-away-from-camera-commuters-video-id144789642,144789642.mp4,
gettyimages,http://media.gettyimages.com/videos/uniformed-station-attendants-pushing-japanese-commuters-into-subway-video-id144789660,144789660.mp4,
gettyimages,http://media.gettyimages.com/videos/shopping-mall-interior-xian-shaanxi-china-video-id145669166,145669166.mp4,
gettyimages,http://media.gettyimages.com/videos/people-walking-and-shopping-in-shopping-mall-xian-shaanxi-china-video-id145669172,145669172.mp4,
gettyimages,http://media.gettyimages.com/videos/crowd-video-id145754478,145754478.mp4,
gettyimages,http://media.gettyimages.com/videos/villagers-performing-with-gong-and-drum-in-traditional-festive-folk-video-id145820020,145820020.mp4,
gettyimages,http://media.gettyimages.com/videos/villagers-performing-with-gong-and-drum-in-traditional-festive-folk-video-id145820027,145820027.mp4,
gettyimages,http://media.gettyimages.com/videos/villagers-performing-gongs-and-drums-in-traditional-festive-folk-or-video-id145820121,145820121.mp4,
gettyimages,http://media.gettyimages.com/videos/villagers-performing-yangko-dance-in-traditional-festive-folk-or-video-id145820126,145820126.mp4,
gettyimages,http://media.gettyimages.com/videos/busy-crosswalk-aerial-view-video-id146371995,146371995.mp4,
gettyimages,http://media.gettyimages.com/videos/crowds-of-pedestrians-cross-busy-city-street-as-traffic-stops-at-video-id148738557,148738557.mp4,
gettyimages,http://media.gettyimages.com/videos/crowds-of-pedestrians-cross-busy-city-street-as-traffic-stops-at-video-id148738559,148738559.mp4,
gettyimages,http://media.gettyimages.com/videos/people-roaming-in-shopping-area-kingston-london-united-kingdom-video-id148739011,148739011.mp4,
gettyimages,http://media.gettyimages.com/videos/people-in-myeongdong-shopping-area-seoul-south-korea-video-id148739316,148739316.mp4,
gettyimages,http://media.gettyimages.com/videos/fun-run-video-id148793259,148793259.mp4,
gettyimages,http://media.gettyimages.com/videos/fun-run-video-id148793279,148793279.mp4,
gettyimages,http://media.gettyimages.com/videos/start-line-of-fun-run-video-id148793282,148793282.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-people-walking-through-airport-madrid-unspecified-spain-video-id149113424,149113424.mp4,
gettyimages,http://media.gettyimages.com/videos/exterior-shot-city-workers-crowds-of-people-walking-along-wall-street-video-id150086389,150086389.mp4,
gettyimages,http://media.gettyimages.com/videos/crowds-crossing-pedder-streetcentral-shopping-district-video-id150159063,150159063.mp4,
gettyimages,http://media.gettyimages.com/videos/crowds-crossing-des-voeux-roadcentral-shopping-district-video-id150159067,150159067.mp4,
gettyimages,http://media.gettyimages.com/videos/crowds-crossing-des-voeux-roadcentral-shopping-district-video-id150159115,150159115.mp4,
gettyimages,http://media.gettyimages.com/videos/spector-at-bt-london-live-trafalgar-square-spector-at-bt-london-live-video-id151110198,151110198.mp4,
gettyimages,http://media.gettyimages.com/videos/atmosphere-at-bt-london-live-trafalgar-square-atmosphere-at-bt-london-video-id151110484,151110484.mp4,
gettyimages,http://media.gettyimages.com/videos/busy-airline-terminal-departure-checkindfw-international-airport-video-id151379241,151379241.mp4,
gettyimages,http://media.gettyimages.com/videos/medium-long-shot-static-travelers-walk-alongside-a-train-in-a-station-video-id151442511,151442511.mp4,
gettyimages,http://media.gettyimages.com/videos/crowds-use-a-crossing-or-scramblewalk-in-tokyos-shibuya-district-video-id152460160,152460160.mp4,
gettyimages,http://media.gettyimages.com/videos/crowds-of-people-getting-off-train-and-rushing-down-steps-rush-hour-video-id153018802,153018802.mp4,
gettyimages,http://media.gettyimages.com/videos/medium-long-shot_static-travelers-walk-alongside-a-train-in-a-station-video-id154006292,154006292.mp4,
gettyimages,http://media.gettyimages.com/videos/people-waiting-for-train-at-metro-subway-station-seoul-south-korea-video-id154054323,154054323.mp4,
gettyimages,http://media.gettyimages.com/videos/spectator-cheering-with-cheering-bang-stick-balloon-in-baseball-video-id154339600,154339600.mp4,
gettyimages,http://media.gettyimages.com/videos/spectator-cheering-with-cheering-bang-stick-balloon-in-baseball-video-id154339604,154339604.mp4,
gettyimages,http://media.gettyimages.com/videos/at-a-mosque-video-id156264116,156264116.mp4,
gettyimages,http://media.gettyimages.com/videos/crowds-waiting-in-line-outside-sears-on-black-friday-on-november-23-video-id157160989,157160989.mp4,
gettyimages,http://media.gettyimages.com/videos/akihabara-electric-district-becoming-the-odaku-center-of-tokyo-video-id157300530,157300530.mp4,
gettyimages,http://media.gettyimages.com/videos/pedestrians-ginza-video-id157300554,157300554.mp4,
gettyimages,http://media.gettyimages.com/videos/crowd-of-people-video-id158254333,158254333.mp4,
gettyimages,http://media.gettyimages.com/videos/crowds-walking-inside-midway-airport-on-january-01-2010-in-midway-video-id158360168,158360168.mp4,
gettyimages,http://media.gettyimages.com/videos/the-sign-on-6th-and-34th-of-macys-the-worlds-largest-store-crowds-of-video-id158729847,158729847.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-atmosphere-subway-with-various-outfits-of-people-walking-video-id158815884,158815884.mp4,
gettyimages,http://media.gettyimages.com/videos/overhead-view-of-first-waves-of-runners-turin-marathon-video-id159761862,159761862.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-large-crowd-of-people-listening-to-speech-and-cheering-video-id160172181,160172181.mp4,
gettyimages,http://media.gettyimages.com/videos/crowds-of-bathers-brave-waves-on-beach-at-galle-face-green-colombo-video-id160172466,160172466.mp4,
gettyimages,http://media.gettyimages.com/videos/mid-shot-of-people-travelling-on-elevator-hong-kong-china-video-id160449907,160449907.mp4,
gettyimages,http://media.gettyimages.com/videos/crowds-celebrate-before-superbowl-xlvii-on-january-29-2013-in-new-video-id160604500,160604500.mp4,
gettyimages,http://media.gettyimages.com/videos/oxford-circus-road-junction-intersection-with-crowds-of-shoppers-video-id162845429,162845429.mp4,
gettyimages,http://media.gettyimages.com/videos/close-up-shot-train-bts-station-bangkok-thailand-video-id163394073,163394073.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-crowd-at-seoul-cityhall-plaza-area-seoul-south-korea-video-id163460488,163460488.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-crowd-walking-on-street-in-las-ramblas-barcelona-catalonia-video-id163653165,163653165.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-people-walking-on-street-in-las-ramblas-barcelona-catalonia-video-id163653177,163653177.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-crowd-walking-on-street-in-las-ramblas-barcelona-catalonia-video-id163653179,163653179.mp4,
gettyimages,http://media.gettyimages.com/videos/pedestrians-cross-av-paulista-in-one-of-sao-paulos-business-centres-video-id163748187,163748187.mp4,
gettyimages,http://media.gettyimages.com/videos/commuters-get-off-a-metro-train-in-a-sao-paulo-station-sao-paulo-video-id163748218,163748218.mp4,
gettyimages,http://media.gettyimages.com/videos/pedestrians-cross-a-busy-street-in-anhangabau-downtown-sao-paulo-sao-video-id163748244,163748244.mp4,
gettyimages,http://media.gettyimages.com/videos/busy-street-in-venice-video-id165507145,165507145.mp4,
gettyimages,http://media.gettyimages.com/videos/christmas-market-in-venice-video-id165507146,165507146.mp4,
gettyimages,http://media.gettyimages.com/videos/crowd-in-seoul-city-video-id166097312,166097312.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-crowd-waving-hands-to-soldiers-departing-on-train-with-band-video-id166255524,166255524.mp4,
gettyimages,http://media.gettyimages.com/videos/escalator-at-mbk-in-bangkok-video-id166524222,166524222.mp4,
gettyimages,NOT_FOUND,NOT_FOUND.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-group-of-cowboys-in-western-town-video-id167711980,167711980.mp4,
gettyimages,http://media.gettyimages.com/videos/view-of-crowded-street-corner-at-an-intersection-video-id168607990,168607990.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-bustling-pedestrians-crowd-havana-cuba-video-id169576931,169576931.mp4,
gettyimages,http://media.gettyimages.com/videos/passengers-at-siam-bts-station-video-id171798094,171798094.mp4,
gettyimages,http://media.gettyimages.com/videos/kanamara-matsuri-attracting-a-lot-of-visitors-video-id171798460,171798460.mp4,
gettyimages,http://media.gettyimages.com/videos/kanamara-matsuri-attracting-a-lot-of-visitors-video-id171798464,171798464.mp4,
gettyimages,http://media.gettyimages.com/videos/kanamara-matsuri-attracting-a-lot-of-visitors-video-id171798481,171798481.mp4,
gettyimages,http://media.gettyimages.com/videos/munich-odeonsplatz-and-ludwigstrasse-video-id172590780,172590780.mp4,
gettyimages,http://media.gettyimages.com/videos/wide-shot-morning-commuters-cross-a-street-in-tokyo-the-legs-of-are-video-id172602045,172602045.mp4,
gettyimages,http://media.gettyimages.com/videos/high-angle-shot-of-people-enjoying-the-promenade-des-anglais-nice-video-id173081744,173081744.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-tourists-having-stroll-in-old-city-jerusalem-judea-israel-video-id173179007,173179007.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-tourists-shopping-in-old-city-jerusalem-judea-israel-video-id173179012,173179012.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796900,173796900.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796909,173796909.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796922,173796922.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796929,173796929.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796934,173796934.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796936,173796936.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796942,173796942.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796946,173796946.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796958,173796958.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796967,173796967.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796975,173796975.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796981,173796981.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796986,173796986.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796988,173796988.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173796992,173796992.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173797011,173797011.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173797013,173797013.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173798018,173798018.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173798029,173798029.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173798033,173798033.mp4,
gettyimages,http://media.gettyimages.com/videos/grand-hall-of-grand-central-terminal-midtown-manhattan-new-york-city-video-id173798037,173798037.mp4,
gettyimages,http://media.gettyimages.com/videos/view-of-the-oktoberfestarea-and-many-people-video-id174463236,174463236.mp4,
gettyimages,http://media.gettyimages.com/videos/view-of-the-oktoberfestarea-and-many-people-video-id174463237,174463237.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-people-walking-through-downtown-osaka-kanto-japan-video-id175585267,175585267.mp4,
gettyimages,http://media.gettyimages.com/videos/bangladeshi-men-trying-to-lift-a-heavy-piece-of-wood-from-the-river-video-id176654111,176654111.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-crowds-of-people-crossing-street-osaka-japan-video-id176746402,176746402.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-crowd-in-subway-station-beijing-china-video-id176746702,176746702.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-platform-of-beijing-south-railway-station-beijing-china-video-id176746786,176746786.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-tourists-in-tiananmen-square-with-mao-zedong-painting-over-video-id176746789,176746789.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-tourists-in-tiananmen-square-with-mao-zedong-painting-over-video-id176746790,176746790.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-passengers-walking-away-from-train-station-beijing-china-video-id176746956,176746956.mp4,
gettyimages,http://media.gettyimages.com/videos/traffic-and-people-on-a-busy-avenue-video-id178361315,178361315.mp4,
gettyimages,http://media.gettyimages.com/videos/people-walking-in-hong-kong-international-airport-video-id178361328,178361328.mp4,
gettyimages,http://media.gettyimages.com/videos/people-walking-in-hong-kong-international-airport-video-id178361354,178361354.mp4,
gettyimages,http://media.gettyimages.com/videos/people-and-traffic-in-a-busy-intersection-video-id178361442,178361442.mp4,
gettyimages,http://media.gettyimages.com/videos/group-of-soccer-players-do-an-unusual-training-exercise-on-galle-face-video-id179624552,179624552.mp4,
gettyimages,http://media.gettyimages.com/videos/group-of-soccer-players-huddle-during-training-exercises-on-galle-video-id179624553,179624553.mp4,
gettyimages,http://media.gettyimages.com/videos/multiethnic-people-walking-through-the-city-streets-video-id179672181,179672181.mp4,
gettyimages,http://media.gettyimages.com/videos/passenger-traffic-in-antwerp-central-station-video-id179672241,179672241.mp4,
gettyimages,http://media.gettyimages.com/videos/people-walking-through-the-city-streets-video-id179672245,179672245.mp4,
gettyimages,http://media.gettyimages.com/videos/people-walking-through-the-city-streets-video-id179672246,179672246.mp4,
gettyimages,http://media.gettyimages.com/videos/people-walking-through-the-city-streets-video-id179672247,179672247.mp4,
gettyimages,http://media.gettyimages.com/videos/commuters-make-their-way-across-london-bridge-video-id179787285,179787285.mp4,
gettyimages,http://media.gettyimages.com/videos/commuters-make-their-way-across-london-bridge-video-id179787293,179787293.mp4,
gettyimages,http://media.gettyimages.com/videos/commuters-make-their-way-across-london-bridge-video-id179787296,179787296.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-audience-watching-boxing-match-video-id180288829,180288829.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-audience-clapping-video-id180288832,180288832.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-pedestrians-and-cars-crossing-at-shibuya-crossing-shibuya-ku-video-id180289391,180289391.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-people-crossing-signal-kyoto-japan-video-id180388476,180388476.mp4,
gettyimages,http://media.gettyimages.com/videos/shot-of-people-crossing-signal-kyoto-japan-video-id180388478,180388478.mp4,
