Video,Label
0_1049_2_458240928.mp4,"travellers,station"
0_1049_3_458240928.mp4,"travellers,station"
0_1049_4_458240928.mp4,"travellers,station"
0_1049_5_458240928.mp4,"travellers,station"
0_1049_6_458240928.mp4,"travellers,station"
0_1068_4_460689936.mp4,walking_on_street
0_1070_0_460736761.mp4,"shopping,market"
0_1078_2_461367732.mp4,"road-crossing,zebra_crossing"
0_1080_3_461651398.mp4,tavellers
0_1088_1_462609530.mp4,"road-crossing,zebra_crossing,rush_hour"
0_1089_1_462651508.mp4,"travellers,station"
0_1091_0_462655822.mp4,"travellers,station"
0_1091_1_462655824.mp4,"travellers,station"
0_1091_6_462655932.mp4,"travellers,station"
0_1091_7_462655934.mp4,"travellers,station"
0_1091_8_462655934.mp4,"travellers,station"
0_1091_10_462655938.mp4,"travellers,station"
0_1091_13_462655946.mp4,"travellers,station"
0_1095_0_462920846.mp4,shopping
0_1108_2_466140786.mp4,tavellers
0_1109_1_466301092.mp4,"fair,fest"
0_1110_6_467690692.mp4,"shopping,busy_street"
0_1111_0_468144690.mp4,road_crossing
0_1113_0_468681432.mp4,"road-crossing,zebra_crossing"
0_1114_0_469156098.mp4,crossing_street
0_1116_4_469361540.mp4,"travellers,station"
0_1133_2_478318629.mp4,"shopping,mall"
0_1134_1_478370366.mp4,shopping
0_1136_0_478382408.mp4,"road-crossing,zebra_crossing"
0_1140_0_478898607.mp4,"travellers,strolling"
0_1140_1_478898607.mp4,"travellers,strolling"
0_1142_2_479250918.mp4,busy_street
0_1145_0_479664426.mp4,"travellers,station"
0_1146_5_480224496.mp4,"road_crossing,zebra_crossing"
0_1147_0_480229464.mp4,"road-crossing,zebra_crossing"
0_1162_0_482298440.mp4,street_walk
0_1162_1_482298440.mp4,street_walk
0_1164_0_482320952.mp4,"road_crossing,zebra_crossing"
0_1174_1_483191618.mp4,"road_crossing,zebra_crossing"
0_1176_0_483354322.mp4,busy_street
0_1184_1_483591890.mp4,"road_crossing,zebra_crossing"
0_1188_0_485320500.mp4,commuters
0_1189_0_485772356.mp4,commuters
0_1191_0_486368893.mp4,strolling
0_1191_1_486368893.mp4,strolling
0_1219_0_489772980.mp4,walking_on_street
0_1222_3_490416162.mp4,road_crossing
0_1231_2_491809586.mp4,road_crossing
0_1233_0_492171110.mp4,relaxing
0_1238_1_492746328.mp4,walking_on_street
0_1241_1_493468132.mp4,road_crossing
0_1243_0_493670607.mp4,walking_on_street
0_1251_0_493985750.mp4,walking_on_street
0_1269_0_494775196.mp4,commuters
0_1274_0_494951710.mp4,"road_crossing,zebra_crossing"
0_1292_0_495707218.mp4,strolling
0_1302_2_496276418.mp4,walking_on_street
0_1308_1_497718906.mp4,"office_goers,rush_hour"
0_1309_0_497953213.mp4,pedestrians
0_1309_1_497953213.mp4,pedestrians
0_1309_2_497953213.mp4,pedestrians
0_1309_3_497953213.mp4,pedestrians
0_1309_4_497953213.mp4,pedestrians
0_1309_5_497953213.mp4,pedestrians
0_1310_0_498005480.mp4,walking_on_street
0_1320_0_499013186.mp4,"commuters,station"
0_1320_1_499013186.mp4,"commuters,station"
0_1320_2_499013186.mp4,"commuters,station"
0_1320_4_499013186.mp4,"commuters,station"
0_1329_1_499064202.mp4,pedestrians
0_1339_5_500585614.mp4,commuters
0_1342_2_500635102.mp4,shopping
0_1353_0_501487087.mp4,"fair,fest"
0_1358_0_503247605.mp4,"travellers,station"
0_1359_0_503254096.mp4,"road_crossing,zebra_crossing"
0_1359_3_503254138.mp4,travellers
0_1359_4_503254152.mp4,travellers
0_1360_0_503256186.mp4,commuters
0_1360_1_503256186.mp4,road_crossing
0_1360_2_503256298.mp4,road_crossing
0_1360_3_503256396.mp4,road_crossing
0_1372_1_504676028.mp4,"pedestrians,raining"
0_1374_0_504915510.mp4,"travellers,station"
0_1387_0_506581360.mp4,pedestrians
0_1387_7_506581406.mp4,walking_on_street
0_1393_6_506864278.mp4,travellers
0_1393_7_506864290.mp4,travellers
0_1393_10_506864304.mp4,travellers
0_1393_12_506864314.mp4,travellers
0_1393_13_506864342.mp4,travellers
0_1393_14_506864354.mp4,walking_on_street
0_1393_15_506864362.mp4,walking_on_street
0_1404_0_508908424.mp4,pedestrians
0_1409_0_509156340.mp4,pedestrians
0_1412_0_509755208.mp4,commuters
0_1412_1_509755208.mp4,commuters
0_1416_2_510051582.mp4,commuters
0_1417_2_510181686.mp4,busy_street
0_1418_1_511075172.mp4,pedestrians
0_1430_2_513843368.mp4,travellers
0_1430_8_513843592.mp4,"pedestrians,raining"
0_1430_10_513843638.mp4,"pedestrians,raining"
0_1431_0_513845730.mp4,"road_crossing,raining"
0_1431_1_513845730.mp4,"road_crossing,raining"
0_1432_0_513848162.mp4,"road_crossing,raining"
0_1432_1_513848214.mp4,"road_crossing,raining"
0_1432_4_513848424.mp4,"pedestrians,raining"
0_1432_5_513848450.mp4,"pedestrians,raining"
0_1434_7_513857892.mp4,"road_crossing,raining"
0_1447_0_514837069.mp4,strolling
0_1447_1_514837075.mp4,strolling
0_1448_0_514839933.mp4,busy_street
0_1448_1_514839933.mp4,busy_street
0_1448_2_514839933.mp4,busy_street
0_1448_3_514839933.mp4,busy_street
0_1449_1_515015856.mp4,road_crossing
0_1451_1_515099544.mp4,travellers
0_1451_2_515099544.mp4,travellers
0_1453_0_515113328.mp4,"travellers,station"
0_1457_0_515387456.mp4,"travellers,station"
0_1457_1_515387456.mp4,"travellers,station"
0_1458_0_515432186.mp4,"religious_gathering,river_ghat"
0_1463_0_515951176.mp4,"commuters,station"
0_1463_1_515951176.mp4,"commuters,station"
0_1463_2_515951176.mp4,"commuters,station"
0_1463_3_515951176.mp4,"commuters,station"
0_1484_0_517911742.mp4,pedestrians
0_1485_1_517912102.mp4,pedestrians
0_1486_2_517914506.mp4,pedestrians
0_1486_3_517914600.mp4,pedestrians
0_1488_1_517919926.mp4,pedestrians
0_1491_0_518167710.mp4,strolling
0_1492_0_518168134.mp4,strolling
0_1493_0_518170750.mp4,strolling
0_1527_8_527106621.mp4,busy_street
0_1529_0_527990434.mp4,"travellers,station"
0_1529_1_527990434.mp4,"travellers,station"
0_1530_0_530596070.mp4,travellers
0_1531_0_530605964.mp4,travellers
0_1532_1_530608048.mp4,travellers
0_1533_0_530732404.mp4,travellers
0_1547_3_569966295.mp4,busy_street
0_1559_1_603417175.mp4,"shopping,market"
0_1560_3_603418205.mp4,alighting_from_train
0_1591_0_87131673.mp4,busy_street
0_1599_0_89656700.mp4,skating
0_1602_0_90800552.mp4,exhibition
0_1612_0_92917011.mp4,walking_on_street
0_1619_1_96158687.mp4,strolling
0_1619_2_96158740.mp4,strolling
0_1619_4_96158810.mp4,busy_street
0_1619_5_96158810.mp4,busy_street
0_1621_0_97099017.mp4,busy_street
0_1626_3_98429214.mp4,road_crossing
0_1626_4_98429214.mp4,road_crossing
0_1631_2_abfcrw116.mp4,pedestrians
0_1756_0_sfw21300054.mp4,"rush_hour,office_goers"
0_1782_4_028020414.mp4,alighting_from_train
0_1789_0_063511239.mp4,road_crossing
0_1789_3_063511239.mp4,road_crossing
0_1789_4_063511239.mp4,road_crossing
0_1789_5_063511239.mp4,road_crossing
0_1789_6_063511239.mp4,road_crossing
0_1789_7_063511239.mp4,road_crossing
1_14_0_000331818.mp4,busy_street
1_33_1_000729282.mp4,boarding_deboarding_train
1_39_1_000788840.mp4,busy_street
1_39_2_000788840.mp4,busy_street
1_93_1_004983887.mp4,busy_street
1_93_2_004983887.mp4,busy_street
1_93_3_004983887.mp4,busy_street
1_93_5_004983887.mp4,busy_street
1_97_1_005091522.mp4,busy_street
1_97_2_005091522.mp4,busy_street
1_97_3_005091522.mp4,busy_street
1_97_4_005091522.mp4,busy_street
1_97_5_005091541.mp4,busy_street
1_97_6_005091541.mp4,busy_street
1_97_7_005091541.mp4,busy_street
1_97_8_005091541.mp4,busy_street
1_97_9_005091541.mp4,busy_street
1_97_10_005091541.mp4,busy_street
1_97_11_005091541.mp4,busy_street
1_97_12_005091541.mp4,busy_street
1_97_13_005091611.mp4,busy_street
1_97_14_005091611.mp4,busy_street
1_99_0_005095026.mp4,pedestrians
1_101_1_005164833.mp4,busy_street
1_101_2_005164833.mp4,busy_street
1_101_3_005164833.mp4,busy_street
1_101_4_005164833.mp4,busy_street
1_101_5_005164921.mp4,busy_street
1_101_6_005164921.mp4,busy_street
1_101_7_005164921.mp4,busy_street
1_101_8_005164994.mp4,busy_street
1_101_9_005164994.mp4,busy_street
1_101_10_005164994.mp4,busy_street
1_101_11_005164994.mp4,busy_street
1_101_12_005164994.mp4,busy_street
1_101_13_005164994.mp4,busy_street
1_101_14_005164994.mp4,busy_street
1_101_15_005164994.mp4,busy_street
1_101_16_005164994.mp4,busy_street
1_102_6_005165089.mp4,busy_street
1_102_7_005165089.mp4,busy_street
1_102_8_005165089.mp4,busy_street
1_102_9_005165089.mp4,busy_street
1_102_10_005165089.mp4,busy_street
1_102_11_005165089.mp4,busy_street
1_102_12_005165089.mp4,busy_street
1_102_13_005165089.mp4,busy_street
1_141_0_008761380.mp4,crowded_street
1_141_1_008761380.mp4,crowded_street
1_141_2_008761380.mp4,crowded_street
1_169_0_010797243.mp4,busy_street
1_170_4_010799790.mp4,crowded_street
1_170_6_010799790.mp4,crowded_street
1_170_7_010799790.mp4,crowded_street
1_170_8_010799831.mp4,crowded_street
1_170_9_010799831.mp4,crowded_street
1_172_0_010804353.mp4,busy_street
1_184_0_010869547.mp4,crowded_street
1_185_0_010872484.mp4,shopping
1_199_5_011106690.mp4,road_crossing
1_227_0_011854819.mp4,crowded_street
1_251_1_012427063.mp4,strolling
1_262_0_012754425.mp4,"office_goers,busy_street"
1_262_1_012754425.mp4,"office_goers,busy_street"
1_262_2_012754425.mp4,"office_goers,busy_street"
1_262_3_012754425.mp4,"office_goers,busy_street"
1_262_4_012754425.mp4,"office_goers,busy_street"
1_267_0_015117027.mp4,"office_goers,busy_street"
1_267_1_015117027.mp4,"office_goers,busy_street"
1_267_2_015117027.mp4,"office_goers,busy_street"
1_268_1_016286899.mp4,"office_goers,busy_street"
1_279_0_020439626.mp4,"office_goers,busy_street"
1_279_1_020439626.mp4,"office_goers,busy_street"
1_279_2_020439626.mp4,"office_goers,busy_street"
1_279_3_020439626.mp4,busy_street
1_279_4_020439626.mp4,busy_street
1_280_0_020440117.mp4,busy_street
1_280_1_020440117.mp4,busy_street
1_280_2_020440886.mp4,busy_street
1_280_3_020440886.mp4,busy_street
1_310_0_021774465.mp4,travellers
1_325_0_022849298.mp4,crowded_street
1_405_0_032255741.mp4,pedestrians
1_405_1_032255741.mp4,pedestrians
1_405_2_032255741.mp4,pedestrians
1_405_3_032255741.mp4,pedestrians
1_425_1_034000834.mp4,commuters
1_425_3_034000834.mp4,commuters
1_441_0_035759036.mp4,"shopping,market"
1_441_1_035759036.mp4,"shopping,market"
1_441_2_035759036.mp4,"shopping,market"
1_441_3_035759036.mp4,"shopping,market"
1_446_0_035853395.mp4,pedestrians
1_499_2_039861031.mp4,crowded_street
1_524_0_041485830.mp4,crowded_street
1_524_1_041485830.mp4,crowded_street
1_524_2_041485830.mp4,busy_street
1_524_3_041485839.mp4,walking_on_street
1_524_6_041485845.mp4,crowded_street
1_524_7_041485845.mp4,crowded_street
1_526_0_041690672.mp4,busy_street
1_531_0_042122372.mp4,"fair,fest"
1_532_0_042125687.mp4,busy_street
1_532_1_042125687.mp4,busy_street
1_586_1_046107014.mp4,"commuters,station"
1_586_2_046107014.mp4,"commuters,station"
1_612_0_048782426.mp4,crowded_street
1_612_1_048782426.mp4,crowded_street
1_612_2_048782426.mp4,crowded_street
1_612_3_048782426.mp4,crowded_street
1_613_2_048785071.mp4,crowded_street
1_613_3_048785071.mp4,crowded_street
1_617_0_049192241.mp4,boarding_deboarding_train
1_630_0_050100047.mp4,exhibition
1_630_1_050100047.mp4,exhibition
1_639_0_050613437.mp4,pedestrians
1_639_1_050613437.mp4,pedestrians
1_639_2_050613437.mp4,pedestrians
1_639_3_050613437.mp4,pedestrians
1_639_4_050613437.mp4,pedestrians
1_649_4_051239603.mp4,strolling
1_668_4_052299921.mp4,road_crossing
1_681_0_053481134.mp4,walking_on_street
1_681_1_053481134.mp4,crowded_street
1_703_0_055261380.mp4,crowded_street
1_703_1_055261380.mp4,crowded_street
1_704_0_055262062.mp4,crowded_street
1_704_1_055262062.mp4,crowded_street
1_704_2_055262062.mp4,crowded_street
1_704_3_055262062.mp4,crowded_street
1_705_5_055271259.mp4,crowded_street
1_746_11_057789981.mp4,"commuters,station"
1_746_12_057789981.mp4,"commuters,station"
1_746_13_057789981.mp4,"commuters,station"
1_746_14_057789981.mp4,"commuters,station"
1_767_0_059935835.mp4,road_crossing
1_768_0_059996781.mp4,shopping
1_768_1_059996781.mp4,shopping
1_768_2_059996781.mp4,shopping
1_776_7_060363537.mp4,busy_street
1_785_0_060886836.mp4,crowded_street
1_785_1_060886836.mp4,crowded_street
1_785_2_060886836.mp4,crowded_street
1_785_3_060886836.mp4,crowded_street
1_785_4_060886836.mp4,crowded_street
1_785_5_060886940.mp4,crowded_street
1_785_6_060886940.mp4,crowded_street
1_785_7_060886940.mp4,crowded_street
1_785_8_060886940.mp4,crowded_street
1_785_9_060886940.mp4,crowded_street
1_785_10_060886940.mp4,crowded_street
1_785_11_060886940.mp4,crowded_street
1_785_12_060886940.mp4,crowded_street
1_786_0_060887916.mp4,crowded_street
1_786_1_060887916.mp4,crowded_street
1_786_2_060887916.mp4,crowded_street
1_786_3_060887916.mp4,crowded_street
1_786_4_060887916.mp4,crowded_street
1_787_0_060890455.mp4,crowded_street
1_787_1_060890455.mp4,crowded_street
1_787_2_060890455.mp4,crowded_street
1_787_3_060890455.mp4,crowded_street
1_787_4_060890455.mp4,crowded_street
1_787_5_060890455.mp4,crowded_street
1_787_6_060890455.mp4,crowded_street
1_788_0_060891119.mp4,crowded_street
1_788_1_060891119.mp4,crowded_street
1_788_2_060891119.mp4,crowded_street
1_788_3_060891119.mp4,crowded_street
1_789_0_060893628.mp4,crowded_street
1_789_3_060893628.mp4,crowded_street
1_789_4_060893628.mp4,crowded_street
1_789_5_060893628.mp4,crowded_street
1_789_6_060893628.mp4,crowded_street
2_1_0_000085094.mp4,marching
2_1_1_000085094.mp4,marching
2_1_2_000085100.mp4,marching
2_1_3_000085100.mp4,marching
