file_name,motion_label
7_745_1_057679614.mp4,7
2_423_3_033849204.mp4,2
7_733_0_056946361.mp4,7
2_952_2_179672241.mp4,2
4_1120_0_470892919.mp4,4
2_1297_3_495919798.mp4,2
7_685_2_054051676.mp4,7
3_499_0_039861031.mp4,3
7_419_0_033597711.mp4,7
7_677_5_053300710.mp4,7
7_758_11_059618857.mp4,7
7_348_0_024486614.mp4,7
8_1443_0_514013742.mp4,8
8_674_3_052996767.mp4,8
4_168_1_010796652.mp4,4
7_154_0_009154330.mp4,7
2_35_1_000741276.mp4,2
4_208_5_011271149.mp4,4
8_354_8_024705963.mp4,8
4_1518_1_522061502.mp4,4
3_1388_2_506622060.mp4,3
6_1794_0_715274241.mp4,6
0_61_2_001090502.mp4,0
8_354_3_024705609.mp4,8
8_260_0_012749914.mp4,8
2_490_0_039414102.mp4,2
3_1783_1_048786452.mp4,3
2_1789_2_063511239.mp4,2
2_286_3_020458910.mp4,2
6_1087_4_462597402.mp4,6
10_1242_0_493667671.mp4,10
3_1484_1_517911742.mp4,3
10_389_7_026815511.mp4,10
9_872_4_129935660.mp4,9
10_1084_1_462023596.mp4,10
0_1091_1_462655824.mp4,0
2_734_0_056962798.mp4,2
4_33_2_000729282.mp4,4
9_872_6_129935660.mp4,9
6_1804_0_039908316.mp4,6
2_292_1_020501779.mp4,2
1_1513_1_521515352.mp4,1
2_222_1_011629630.mp4,2
0_1320_2_499013186.mp4,0
2_695_8_054926732.mp4,2
2_371_0_025273488.mp4,2
7_392_0_027383705.mp4,7
0_1789_0_063511239.mp4,0
3_1275_2_494956620.mp4,3
10_300_1_021247238.mp4,10
2_486_0_039370822.mp4,2
7_1135_2_478372434.mp4,7
2_129_1_008510423.mp4,2
9_1540_3_567755441.mp4,9
2_117_2_007340243.mp4,2
4_721_0_056344049.mp4,4
5_1816_1_060680212.mp4,5
2_173_1_010806793.mp4,2
1_93_1_004983887.mp4,1
4_1197_1_487063226.mp4,4
0_943_39_173796975.mp4,0
7_464_1_037668913.mp4,7
2_332_3_023297917.mp4,2
7_339_2_Full_Nelson_Mandela_Inauguration_on_10th_of_May_1994.mp4,7
10_363_1_024956239.mp4,10
1_1788_0_063621226.mp4,1
4_197_1_011087607.mp4,4
1_1527_12_527106815.mp4,1
2_842_2_102268536.mp4,2
7_1800_0_698836835.mp4,7
2_485_3_039364625.mp4,2
5_119_9_007729461.mp4,5
4_816_1_062305600.mp4,4
2_42_3_000830967.mp4,2
0_1393_13_506864342.mp4,0
8_848_0_103549463.mp4,8
6_807_1_062253433.mp4,6
2_933_0_166524222.mp4,2
3_1029_5_451738116.mp4,3
2_257_1_012590260.mp4,2
2_225_0_011701225.mp4,2
7_713_0_055881339.mp4,7
1_928_6_163653179.mp4,1
3_1618_0_95010158.mp4,3
10_175_14_010809452.mp4,10
4_189_0_010972169.mp4,4
2_778_6_060680812.mp4,2
5_119_1_007729446.mp4,5
7_1230_1_491584554.mp4,7
3_1138_2_478509822.mp4,3
3_566_5_045136570.mp4,3
2_237_2_012202815.mp4,2
4_1506_2_520109360.mp4,4
0_949_5_176746789.mp4,0
2_1268_0_494772996.mp4,2
4_570_3_045313222.mp4,4
2_166_0_010747891.mp4,2
2_15_4_000365890.mp4,2
5_404_1_032239621.mp4,5
4_463_3_037352267.mp4,4
0_418_1_033580916.mp4,0
8_619_2_049322613.mp4,8
3_599_8_047370468.mp4,3
1_1202_3_487076698.mp4,1
0_21_4_000455714.mp4,0
6_399_0_029895553.mp4,6
3_1289_1_495487430.mp4,3
4_18_0_000452753.mp4,4
4_1254_2_494011080.mp4,4
2_1128_0_475198678.mp4,2
0_943_4_173796909.mp4,0
4_1163_0_482306354.mp4,4
2_1322_0_499032658.mp4,2
1_617_0_049192241.mp4,1
1_97_6_005091541.mp4,1
4_1430_1_513843348.mp4,4
9_1543_7_568507965.mp4,9
7_676_2_053299613.mp4,7
3_1545_15_568509597.mp4,3
7_789_2_060893628.mp4,7
2_467_2_037880062.mp4,2
1_1620_1_96497136.mp4,1
0_1184_1_483591890.mp4,0
8_1740_1_NYPD_Crowd_Behavior_Training_Video.mp4,8
0_573_5_045409647.mp4,0
2_489_4_039408586.mp4,2
4_602_1_047836453.mp4,4
3_1144_4_479314166.mp4,3
0_310_3_021774465.mp4,0
4_722_7_056422579.mp4,4
7_1134_0_478370366.mp4,7
4_196_0_011080246.mp4,4
7_299_0_021234408.mp4,7
2_43_4_000831306.mp4,2
5_1119_1_470660414.mp4,5
2_1031_12_452607683.mp4,2
2_1_1_000085094.mp4,2
2_568_0_045154703.mp4,2
4_1431_4_513845948.mp4,4
10_33_0_000729282.mp4,10
7_258_2_012657167.mp4,7
2_537_1_042910323.mp4,2
9_1632_3_Riot_police_attack_peaceful_protesters_at_G20_Climate_Camp.mp4,9
2_965_4_186606908.mp4,2
3_1820_1_070955736.mp4,3
4_926_0_163394073.mp4,4
1_1196_0_487060102.mp4,1
4_1324_4_499037924.mp4,4
7_882_0_136353075.mp4,7
1_279_1_020439626.mp4,1
3_729_0_056632224.mp4,3
3_684_2_054024233.mp4,3
2_530_1_041937600.mp4,2
7_758_15_059618857.mp4,7
4_1623_0_97463827.mp4,4
1_787_0_060890455.mp4,1
0_356_0_024789591.mp4,0
2_34_0_000738721.mp4,2
3_1618_1_95010158.mp4,3
8_318_0_022226882.mp4,8
5_597_3_047129778.mp4,5
2_489_5_039408586.mp4,2
2_668_3_052299921.mp4,2
0_199_6_011106690.mp4,0
5_522_9_041300519.mp4,5
4_296_6_020615866.mp4,4
10_194_5_011069196.mp4,10
3_1078_6_461367892.mp4,3
7_476_3_038655518.mp4,7
4_1177_0_483359290.mp4,4
0_642_2_050780300.mp4,0
10_638_3_050597623.mp4,10
4_554_4_044163009.mp4,4
2_772_1_060247397.mp4,2
3_175_2_010809075.mp4,3
5_94_4_Black_Friday_Crowd_Rushing_into_Urban_Outfitters.mp4,5
2_1496_0_518374145.mp4,2
2_423_4_033849204.mp4,2
3_1304_1_497051574.mp4,3
0_1448_0_514839933.mp4,0
7_24_2_000518189.mp4,7
5_750_7_058314079.mp4,5
4_187_3_010887836.mp4,4
2_592_0_046705858.mp4,2
3_580_1_045989743.mp4,3
0_943_17_173796936.mp4,0
7_619_1_049322613.mp4,7
6_200_3_011107004.mp4,6
1_101_16_005164994.mp4,1
1_952_3_179672245.mp4,1
2_1385_0_506563112.mp4,2
7_735_1_057097013.mp4,7
3_351_1_024569474.mp4,3
6_505_0_040333855.mp4,6
4_1319_0_499012910.mp4,4
2_1043_0_456648116.mp4,2
2_558_8_044635975.mp4,2
7_1241_0_493468088.mp4,7
3_857_0_107431121.mp4,3
4_134_1_008607807.mp4,4
1_1190_3_486351576.mp4,1
2_228_1_011889975.mp4,2
3_681_10_053481598.mp4,3
7_687_0_054074616.mp4,7
10_966_4_187188996.mp4,10
1_1038_0_454393819.mp4,1
2_192_4_011045294.mp4,2
7_948_0_176654111.mp4,7
3_65_11_001391796.mp4,3
7_1153_1_480947180.mp4,7
4_1218_0_489770826.mp4,4
7_1330_0_499067056.mp4,7
2_766_0_059922007.mp4,2
6_1190_5_486351576.mp4,6
3_684_1_054024233.mp4,3
3_1618_3_95010158.mp4,3
2_1051_3_458531976.mp4,2
0_784_0_060856959.mp4,0
4_704_4_055262331.mp4,4
4_719_5_056298157.mp4,4
3_1451_3_515099766.mp4,3
10_236_1_012148331.mp4,10
4_20_1_000454665.mp4,4
1_965_6_186606908.mp4,1
2_62_3_001101418.mp4,2
2_485_1_039364625.mp4,2
7_1494_2_518298596.mp4,7
7_1559_4_603417207.mp4,7
4_380_6_025821049.mp4,4
2_377_0_025455032.mp4,2
10_1809_0_000685630.mp4,10
6_1740_24_NYPD_Crowd_Behavior_Training_Video.mp4,6
2_199_2_011106377.mp4,2
6_104_0_005526191.mp4,6
4_290_2_020487694.mp4,4
2_412_0_032702435.mp4,2
3_1063_0_460323520.mp4,3
1_785_2_060886836.mp4,1
10_1053_0_458590616.mp4,10
8_846_10_103354130.mp4,8
3_1754_3_sfw21230045.mp4,3
4_1113_2_468681432.mp4,4
3_895_4_144789642.mp4,3
2_637_4_050584585.mp4,2
10_572_4_045398449.mp4,10
10_643_1_050781438.mp4,10
1_97_8_005091541.mp4,1
4_504_0_040304292.mp4,4
2_117_8_007340624.mp4,2
6_770_1_060232282.mp4,6
8_187_0_010887700.mp4,8
8_665_5_052238195.mp4,8
2_213_5_011293809.mp4,2
2_1158_0_481688940.mp4,2
8_354_9_024705963.mp4,8
2_569_1_045155117.mp4,2
3_1485_0_517912102.mp4,3
2_1031_25_452607737.mp4,2
1_1074_2_461019754.mp4,1
1_630_0_050100047.mp4,1
3_1625_3_97546089.mp4,3
9_1767_0_youtube-brazil-football-riot.mp4,9
2_283_8_020455871.mp4,2
3_322_2_022783632.mp4,3
2_422_3_033823672.mp4,2
2_307_0_021767977.mp4,2
1_280_3_020440886.mp4,1
2_283_10_020455871.mp4,2
7_686_1_054057840.mp4,7
3_1560_0_603418179.mp4,3
8_391_2_027382082.mp4,8
0_1111_0_468144690.mp4,0
10_151_0_008987505.mp4,10
2_679_2_053350080.mp4,2
2_882_1_136353234.mp4,2
10_131_3_008526851.mp4,10
6_670_0_052352167.mp4,6
1_1307_0_497681631.mp4,1
3_1597_7_89066440.mp4,3
0_594_0_046763803.mp4,0
5_119_8_007729461.mp4,5
4_905_2_150159063.mp4,4
7_1543_0_568507243.mp4,7
4_1629_8_99036760.mp4,4
10_644_0_050785209.mp4,10
2_1131_0_477170416.mp4,2
7_577_7_045861294.mp4,7
1_267_2_015117027.mp4,1
7_966_1_187188995.mp4,7
2_205_2_011151588.mp4,2
4_621_1_049605586.mp4,4
1_823_1_062868048.mp4,1
4_697_0_054939312.mp4,4
6_793_2_061270899.mp4,6
3_217_3_011347639.mp4,3
2_305_0_021758621.mp4,2
5_529_3_041882071.mp4,5
3_1051_11_458531984.mp4,3
3_194_3_011069196.mp4,3
7_840_1_101619218.mp4,7
0_944_4_173797013.mp4,0
3_911_1_154006292.mp4,3
3_1252_3_493986314.mp4,3
4_1392_0_506721336.mp4,4
2_485_6_039364625.mp4,2
2_217_4_011347639.mp4,2
4_1470_1_517727172.mp4,4
4_207_0_011188102.mp4,4
3_539_5_042994038.mp4,3
0_608_3_048423855.mp4,0
2_223_2_011633405.mp4,2
6_204_0_011133610.mp4,6
1_786_0_060887916.mp4,1
8_966_3_187188996.mp4,8
5_375_1_025423272.mp4,5
7_392_1_027383705.mp4,7
6_743_0_057534165.mp4,6
6_1505_0_520103020.mp4,6
10_228_2_011889975.mp4,10
3_1031_35_452607773.mp4,3
5_624_7_049768394.mp4,5
2_424_1_033871492.mp4,2
2_558_9_044635975.mp4,2
2_544_0_043185485.mp4,2
1_1046_1_457299592.mp4,1
7_818_9_062451667.mp4,7
0_1619_5_96158810.mp4,0
5_773_1_060264001.mp4,5
1_524_1_041485830.mp4,1
8_100_1_005100396.mp4,8
4_1434_4_513857830.mp4,4
10_509_0_040406628.mp4,10
6_591_7_046384693.mp4,6
0_946_0_174463236.mp4,0
3_1064_2_460332776.mp4,3
6_1193_2_486436176.mp4,6
1_801_0_061747863.mp4,1
4_536_8_042750961.mp4,4
4_196_1_011080246.mp4,4
3_1226_0_490704850.mp4,3
1_1021_0_450015802.mp4,1
2_1084_0_462023596.mp4,2
10_949_7_176746790.mp4,10
6_793_1_061270899.mp4,6
3_968_63_187373788.mp4,3
2_336_0_023621529.mp4,2
1_1225_0_490648052.mp4,1
0_1049_5_458240928.mp4,0
10_200_1_011107004.mp4,10
4_648_0_051238430.mp4,4
4_22_0_000456190.mp4,4
2_1054_6_458641870.mp4,2
3_949_2_176746702.mp4,3
7_1601_5_90435095.mp4,7
0_945_4_173798033.mp4,0
2_1054_2_458641866.mp4,2
2_486_3_039370822.mp4,2
7_414_3_032898518.mp4,7
7_331_0_023060655.mp4,7
8_620_6_049533776.mp4,8
2_422_6_033823672.mp4,2
6_1449_0_515015856.mp4,6
7_364_0_025030745.mp4,7
7_58_3_001065799.mp4,7
1_1255_0_494013224.mp4,1
2_418_10_033580962.mp4,2
0_1113_0_468681432.mp4,0
0_1631_2_abfcrw116.mp4,0
5_94_5_Black_Friday_Crowd_Rushing_into_Urban_Outfitters.mp4,5
1_639_1_050613437.mp4,1
2_21_3_000455714.mp4,2
4_187_2_010887836.mp4,4
2_27_2_000583722.mp4,2
2_21_2_000455712.mp4,2
8_232_2_012061895.mp4,8
6_553_0_the_pianist_Genocide.mp4,6
6_399_3_029895553.mp4,6
5_444_9_035848633.mp4,5
2_637_0_050584585.mp4,2
8_261_4_012751416.mp4,8
7_723_3_056426397.mp4,7
6_750_1_058314079.mp4,6
7_844_4_102909419.mp4,7
2_422_5_033823672.mp4,2
8_1793_1_477640602.mp4,8
7_1614_0_93089860.mp4,7
10_241_1_012357734.mp4,10
2_206_0_011154657.mp4,2
4_566_4_045136570.mp4,4
10_925_0_162845429.mp4,10
7_606_0_048238544.mp4,7
1_1086_0_462592770.mp4,1
2_1318_1_498940588.mp4,2
2_584_1_046082958.mp4,2
2_1783_0_048786452.mp4,2
3_1521_0_523230674.mp4,3
5_559_5_044636070.mp4,5
10_817_3_062413895.mp4,10
9_1026_2_450345105.mp4,9
1_704_2_055262062.mp4,1
0_784_1_060856959.mp4,0
8_715_6_056178176.mp4,8
10_1811_1_023726941.mp4,10
7_677_1_053300620.mp4,7
0_850_1_103629784.mp4,0
7_640_1_050664218.mp4,7
5_968_13_187373653.mp4,5
10_572_0_045398225.mp4,10
3_757_1_059453748.mp4,3
4_1299_1_495940782.mp4,4
6_253_4_012461858.mp4,6
1_896_3_145669172.mp4,1
1_1279_0_495244950.mp4,1
3_1542_1_567910031.mp4,3
2_403_13_031918706.mp4,2
5_205_0_011151588.mp4,5
5_792_0_061241818.mp4,5
3_1074_0_461019746.mp4,3
10_1281_0_495261794.mp4,10
4_1392_3_506721402.mp4,4
7_647_2_051034525.mp4,7
2_953_3_179787285.mp4,2
8_665_0_052238195.mp4,8
1_785_1_060886836.mp4,1
7_258_1_012657167.mp4,7
4_1326_1_499045020.mp4,4
7_226_1_011801025.mp4,7
2_1524_0_525214677.mp4,2
3_1167_0_482407208.mp4,3
4_1112_0_468521044.mp4,4
7_476_0_038655518.mp4,7
5_1402_0_508827466.mp4,5
0_1484_0_517911742.mp4,0
4_719_1_056298157.mp4,4
4_132_4_008548749.mp4,4
7_392_2_027383705.mp4,7
7_1052_0_458586110.mp4,7
6_432_15_Running_of_the_Bulls_Bull_Run_Video_July_8_2013.mp4,6
7_331_1_023060655.mp4,7
5_968_29_187373672.mp4,5
1_785_7_060886940.mp4,1
3_1022_1_450040020.mp4,3
2_1031_40_452607773.mp4,2
4_1388_9_506622228.mp4,4
6_1803_0_677557362.mp4,6
6_668_2_052299921.mp4,6
8_598_1_047168480.mp4,8
5_706_0_055283268.mp4,5
3_968_49_187373770.mp4,3
2_1151_3_480855516.mp4,2
3_968_56_187373772.mp4,3
2_211_6_011283405.mp4,2
4_1051_1_458531972.mp4,4
4_681_12_053481598.mp4,4
9_874_1_132275152.mp4,9
4_497_1_039849933.mp4,4
0_358_0_024834645.mp4,0
3_916_0_157300530.mp4,3
2_590_0_046336098.mp4,2
7_264_3_014833502.mp4,7
4_235_16_012135589.mp4,4
4_189_2_010972169.mp4,4
4_968_32_187373684.mp4,4
2_450_0_036071461.mp4,2
2_695_5_054926732.mp4,2
4_721_1_056344049.mp4,4
4_1499_0_518823894.mp4,4
3_1110_11_467690708.mp4,3
1_746_11_057789981.mp4,1
6_432_17_Running_of_the_Bulls_Bull_Run_Video_July_8_2013.mp4,6
7_968_45_187373760.mp4,7
2_1784_0_060405442.mp4,2
2_155_4_009622329.mp4,2
2_183_1_010864647.mp4,2
0_289_1_020486150.mp4,0
4_255_2_012477902.mp4,4
10_1527_6_527106607.mp4,10
3_1142_1_479250898.mp4,3
8_164_1_010737356.mp4,8
3_1156_1_481215865.mp4,3
0_418_12_033580962.mp4,0
2_175_12_010809311.mp4,2
9_1540_7_567755453.mp4,9
2_921_0_159761862.mp4,2
4_414_2_032898163.mp4,4
7_735_3_057097013.mp4,7
3_953_5_179787296.mp4,3
5_120_3_007733897.mp4,5
9_872_5_129935660.mp4,9
10_55_2_001005037.mp4,10
1_1527_23_527106819.mp4,1
4_1392_2_506721402.mp4,4
1_1132_0_477433623.mp4,1
5_634_2_050414364.mp4,5
3_560_1_044637523.mp4,3
3_1263_0_494321116.mp4,3
0_1162_0_482298440.mp4,0
7_652_0_051403724.mp4,7
3_1175_0_483204286.mp4,3
6_1103_1_465302293.mp4,6
3_1020_2_450004976.mp4,3
3_1276_1_494961112.mp4,3
2_306_0_021760057.mp4,2
4_247_0_012416102.mp4,4
8_1616_8_94475092.mp4,8
1_1419_1_511331740.mp4,1
1_965_1_186606908.mp4,1
8_49_3_000883996.mp4,8
7_673_5_052954234.mp4,7
2_1298_2_495938108.mp4,2
7_449_4_036070694.mp4,7
3_1020_3_450004976.mp4,3
0_943_45_173796986.mp4,0
3_31_11_000714616.mp4,3
10_237_1_012202815.mp4,10
4_536_11_042750968.mp4,4
2_917_0_158254333.mp4,2
1_524_3_041485839.mp4,1
3_1214_2_489022960.mp4,3
7_778_2_060680575.mp4,7
3_719_4_056298157.mp4,3
4_636_9_050516051.mp4,4
4_1286_1_495287296.mp4,4
6_488_2_039389448.mp4,6
7_300_0_021247238.mp4,7
8_758_3_059618857.mp4,8
3_1782_3_028020414.mp4,3
